Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Inferno,02,05,2020,32,3025,12,16,89,18,5,19,3,38,52,Win
Inferno,02,05,2020,18,3205,14,16,53,30,4,19,7,30,84,Win
Inferno,02,05,2020,25,1850,16,3,38,15,0,17,1,26,31,Lost
Mirage,02,05,2020,121,2016,7,16,64,17,4,16,3,41,49,Win
Inferno,01,05,2020,73,3378,13,16,39,17,4,21,1,23,54,Lost
Mirage,01,05,2020,26,2332,16,10,63,15,4,18,1,33,41,Lost
Mirage,01,05,2020,49,2012,16,8,37,15,6,14,3,60,45,Win
Mirage,01,05,2020,13,3081,16,13,39,18,3,23,1,44,45,Lost
Mirage,01,05,2020,62,2680,13,16,60,14,2,21,1,57,37,Win
Mirage,30,04,2020,15,1910,16,4,63,16,3,18,1,56,38,Lost
Inferno,30,04,2020,33,3348,15,15,57,22,6,21,3,45,67,Tie
Mirage,30,04,2020,53,1260,4,10,43,12,3,7,1,41,28,Win
Mirage,30,04,2020,36,2880,14,16,53,15,14,19,1,60,53,Win
Mirage,30,04,2020,11,2883,16,10,37,15,3,20,1,40,38,Lost
Mirage,30,04,2020,20,2818,16,14,38,21,2,18,1,42,54,Lost
Dust II,30,04,2020,20,1794,16,4,38,17,6,9,1,47,41,Win
Mirage,29,04,2020,25,2204,16,6,41,9,2,18,0,44,22,Lost
Inferno,29,04,2020,44,2389,14,7,70,17,2,10,4,11,44,Win
Mirage,29,04,2020,136,2132,9,16,63,22,4,18,5,27,50,Lost
Mirage,29,04,2020,80,2214,16,7,33,8,3,15,1,25,28,Win
Mirage,29,04,2020,36,2847,15,15,37,21,4,22,3,28,56,Tie
Inferno,29,04,2020,25,2699,16,12,57,20,8,17,2,25,54,Win
Mirage,29,04,2020,70,2318,16,7,39,22,3,10,3,18,53,Win
Mirage,28,04,2020,26,3056,14,16,49,16,9,18,5,12,56,Win
Inferno,28,04,2020,28,2094,4,16,49,15,4,14,2,46,36,Lost
Mirage,28,04,2020,87,2017,16,6,50,14,1,20,1,28,31,Lost
Inferno,28,04,2020,34,2366,6,16,57,12,4,11,4,50,46,Win
Inferno,27,04,2020,25,2807,16,10,39,13,4,20,1,61,37,Lost
Dust II,27,04,2020,21,1923,8,16,42,16,4,11,3,37,46,Win
Inferno,27,04,2020,113,2942,15,15,42,20,3,17,4,38,57,Tie
Dust II,27,04,2020,27,2388,16,9,63,18,3,13,2,16,47,Win
Inferno,27,04,2020,90,2913,16,10,56,14,5,22,1,42,44,Lost
Inferno,26,04,2020,72,3090,16,14,36,27,5,21,4,40,73,Win
Inferno,26,04,2020,26,2760,16,11,58,16,2,24,2,50,34,Lost
Inferno,26,04,2020,11,2842,13,16,60,19,7,20,4,52,52,Win
Mirage,25,04,2020,47,2886,14,16,59,18,7,23,2,22,47,Lost
Inferno,25,04,2020,114,3029,16,10,57,21,3,14,4,33,52,Win
Inferno,25,04,2020,36,3473,14,16,33,23,5,23,4,34,55,Lost
Cache,25,04,2020,20,1916,4,16,0,9,2,12,0,22,20,Lost
Mirage,25,04,2020,88,2446,13,16,58,17,4,19,2,52,45,Lost
Dust II,22,04,2020,49,1769,6,16,46,24,5,12,5,62,61,Win
Vertigo,22,04,2020,48,1531,16,2,55,18,1,11,4,22,41,Win
Inferno,22,04,2020,39,2848,13,16,53,18,7,24,1,38,52,Lost
Mirage,22,04,2020,40,2676,16,12,59,25,4,19,4,20,61,Win
Inferno,22,04,2020,47,2713,16,14,37,15,5,22,1,40,41,Win
Cache,22,04,2020,16,2227,16,9,59,16,1,18,3,37,45,Lost
Mirage,22,04,2020,39,2922,13,16,37,17,7,23,5,29,44,Lost
Cache,21,04,2020,36,2751,15,15,40,25,9,21,3,32,71,Tie
Nuke,21,04,2020,16,2500,7,16,38,12,4,15,1,41,38,Win
Mirage,21,04,2020,15,2204,6,16,39,16,2,15,1,29,43,Win
Inferno,20,04,2020,12,2893,13,16,41,20,9,22,3,30,55,Lost
Overpass,20,04,2020,59,3232,15,15,70,13,3,19,1,30,37,Tie
Mirage,20,04,2020,132,2966,16,14,36,17,6,20,3,50,48,Win
Mirage,20,04,2020,30,1812,16,6,51,13,5,13,2,15,33,Win
Inferno,20,04,2020,96,2697,16,8,87,20,6,18,2,50,51,Lost
Dust II,19,04,2020,57,2851,16,14,42,27,4,23,4,29,63,Lost
Mirage,19,04,2020,34,2892,15,15,37,21,6,21,3,40,60,Tie
Mirage,19,04,2020,66,2810,16,12,95,17,8,19,1,35,45,Win
Inferno,19,04,2020,33,3471,15,15,62,19,7,22,3,31,55,Tie
Mirage,19,04,2020,16,2281,16,7,37,7,5,21,0,28,21,Lost
Mirage,19,04,2020,38,2393,13,16,40,23,5,18,6,26,67,Lost
Overpass,18,04,2020,19,2140,16,5,57,19,5,12,4,26,53,Win
Inferno,18,04,2020,162,3058,11,16,40,16,5,20,4,43,43,Lost
Dust II,18,04,2020,33,2238,6,16,37,13,8,12,2,15,45,Win
Mirage,18,04,2020,13,2378,16,10,41,25,9,19,5,32,65,Lost
Mirage,17,04,2020,54,2833,10,16,38,28,9,18,3,42,78,Win
Mirage,17,04,2020,57,2763,16,13,37,25,4,19,3,52,60,Win
Overpass,17,04,2020,47,1819,4,16,35,14,0,18,1,35,28,Lost
Inferno,17,04,2020,48,3118,15,15,39,16,1,18,2,31,40,Tie
Cache,16,04,2020,24,2784,15,15,64,24,3,18,4,20,58,Tie
Inferno,16,04,2020,207,2718,9,16,75,15,3,15,2,33,40,Win
Inferno,15,04,2020,24,3264,15,15,36,24,3,18,2,58,64,Tie
Mirage,15,04,2020,55,2472,11,16,59,20,3,17,1,25,52,Win
Dust II,15,04,2020,13,2418,13,16,57,18,5,18,4,52,50,Lost
Mirage,14,04,2020,13,2711,16,13,38,25,3,16,5,46,62,Win
Inferno,14,04,2020,159,2734,12,16,38,30,4,21,5,16,72,Lost
Mirage,14,04,2020,13,3052,16,11,60,31,5,17,6,38,82,Win
Mirage,13,04,2020,110,3313,15,15,66,20,8,24,4,35,51,Tie
Mirage,13,04,2020,49,1872,5,16,70,11,1,14,0,27,31,Win
Mirage,13,04,2020,19,2875,12,16,41,17,6,20,2,41,52,Win
Inferno,13,04,2020,169,2244,9,16,36,23,2,20,2,43,52,Lost
Mirage,12,04,2020,77,2089,16,7,63,12,6,21,0,16,33,Lost
Inferno,12,04,2020,85,2975,16,14,88,15,4,25,2,40,44,Win
Mirage,12,04,2020,24,2427,16,10,40,18,3,14,4,38,45,Win
Mirage,12,04,2020,16,2607,16,12,37,18,7,21,4,38,51,Lost
Mirage,11,04,2020,81,2169,10,16,62,22,8,18,4,59,61,Win
Inferno,11,04,2020,14,3033,15,15,39,19,8,19,2,42,52,Tie
Inferno,11,04,2020,151,2471,16,9,38,20,4,16,4,50,45,Win
Inferno,11,04,2020,34,2416,16,8,39,21,2,14,6,33,56,Win
Dust II,11,04,2020,30,2055,16,9,62,17,2,18,1,35,42,Lost
Dust II,11,04,2020,23,3082,16,14,37,25,5,21,3,24,59,Win
Cache,11,04,2020,71,1452,11,5,35,8,1,8,2,50,18,Win
Mirage,10,04,2020,42,2595,10,16,42,20,5,16,5,19,54,Win
Mirage,10,04,2020,143,2498,16,11,41,29,7,17,6,37,79,Win
Mirage,10,04,2020,38,2617,14,16,69,19,6,23,2,36,51,Win
Dust II,10,04,2020,13,2574,10,16,89,18,3,20,2,55,42,Lost
Dust II,09,04,2020,17,2098,16,5,32,23,3,11,4,56,50,Win
Mirage,09,04,2020,47,2820,14,16,39,25,6,19,4,44,71,Win
Cache,09,04,2020,31,3183,15,15,59,16,2,22,2,31,43,Tie
Cache,09,04,2020,49,2165,16,9,96,15,7,18,4,33,39,Win
Cache,09,04,2020,38,2345,16,9,63,18,4,17,4,38,47,Win
Dust II,09,04,2020,28,2601,13,16,62,14,5,22,2,50,38,Lost
Cache,07,04,2020,24,2204,16,9,68,18,6,23,2,47,42,Lost
Mirage,07,04,2020,17,2499,16,11,77,17,2,19,2,35,44,Lost
Train,07,04,2020,80,2903,15,15,89,33,10,24,7,27,80,Tie
Inferno,07,04,2020,20,2844,12,16,64,18,7,18,3,50,46,Lost
Mirage,07,04,2020,57,3002,14,16,66,17,5,22,2,35,49,Win
Dust II,07,04,2020,20,2668,11,16,282,12,5,21,4,41,38,Lost
Cache,07,04,2020,106,2145,16,8,64,19,7,18,2,57,49,Win
Mirage,07,04,2020,72,2684,16,12,66,18,3,22,1,38,46,Lost
Inferno,06,04,2020,183,2439,16,6,64,20,0,9,5,40,51,Win
Mirage,06,04,2020,19,2870,15,15,64,19,7,21,2,52,48,Tie
Dust II,06,04,2020,89,1907,16,6,41,20,4,11,4,15,51,Win
Cache,06,04,2020,67,2360,16,9,34,19,2,17,3,26,43,Win
Train,06,04,2020,19,1601,4,16,54,5,2,17,0,80,21,Lost
Dust II,06,04,2020,55,1809,16,2,33,9,3,17,0,77,24,Lost
Mirage,06,04,2020,27,2002,5,16,50,16,2,13,3,25,37,Win
Anubis,06,04,2020,353,1604,5,16,58,14,4,16,2,42,32,Win
Dust II,06,04,2020,52,1671,3,16,41,19,1,7,5,31,50,Win
Inferno,05,04,2020,63,2926,12,16,39,23,1,19,3,39,58,Lost
Mirage,05,04,2020,13,2772,12,16,37,21,5,20,3,33,51,Lost
Mirage,05,04,2020,25,2601,11,16,36,29,7,19,6,48,72,Win
Overpass,05,04,2020,30,3192,14,16,85,30,7,21,5,30,70,Lost
Inferno,04,04,2020,182,2377,8,16,41,26,6,13,5,38,66,Win
Mirage,04,04,2020,73,1616,16,3,39,9,5,18,0,44,24,Lost
Inferno,04,04,2020,80,2937,16,12,40,21,7,19,5,47,60,Win
Cache,04,04,2020,148,2699,11,16,36,26,6,17,6,25,74,Win
Mirage,04,04,2020,28,2985,16,14,38,30,6,19,7,33,75,Lost
Inferno,04,04,2020,15,3526,13,16,41,22,4,14,3,27,56,Win
Mirage,04,04,2020,32,3124,15,15,36,15,6,21,3,18,52,Tie
Mirage,03,04,2020,93,2460,14,16,60,16,3,18,2,56,50,Win
Inferno,03,04,2020,14,2832,12,16,41,25,3,18,8,52,63,Win
Mirage,03,04,2020,17,2754,11,16,63,24,7,19,4,41,73,Win
Inferno,03,04,2020,47,2421,6,16,59,15,4,17,2,53,43,Lost
Mirage,03,04,2020,50,2698,12,16,64,18,3,20,2,44,45,Lost
Dust II,03,04,2020,42,3116,14,16,65,20,6,20,2,45,51,Win
Overpass,02,04,2020,64,1808,3,16,51,10,3,16,0,10,23,Lost
Mirage,02,04,2020,21,2194,6,16,62,20,4,13,3,35,48,Win
Inferno,02,04,2020,39,2832,10,16,41,20,3,13,5,50,54,Win
Dust II,02,04,2020,49,2139,16,8,84,17,6,18,2,29,46,Lost
Dust II,02,04,2020,26,2729,14,16,66,25,5,19,3,32,66,Win
Inferno,02,04,2020,53,2334,9,16,82,20,2,18,2,45,48,Lost
Mirage,02,04,2020,146,2762,16,11,56,17,1,21,3,47,46,Win
Mirage,01,04,2020,30,1778,4,16,40,20,4,7,5,30,62,Win
Mirage,01,04,2020,44,2153,6,16,40,15,4,11,2,33,46,Win
Dust II,01,04,2020,69,2840,12,16,47,31,6,21,4,38,74,Lost
Mirage,01,04,2020,144,1968,6,16,52,17,7,20,1,41,42,Lost
Chlorine,01,04,2020,23,2547,16,11,978,20,7,20,2,15,51,Lost
Inferno,31,03,2020,29,2593,16,9,55,8,5,14,2,25,33,Win
Mirage,31,03,2020,13,2488,8,16,40,14,4,14,2,35,41,Win
Inferno,31,03,2020,62,2451,5,16,40,24,0,16,4,36,59,Lost
Overpass,31,03,2020,32,2872,13,16,46,21,5,19,2,28,50,Win
Mirage,31,03,2020,46,2501,10,16,59,16,5,16,3,25,52,Lost
Mirage,30,03,2020,127,2633,16,11,62,20,4,16,4,20,49,Win
Inferno,30,03,2020,13,2751,13,16,62,17,6,17,0,44,51,Win
Dust II,30,03,2020,55,2595,16,13,62,29,4,19,2,27,78,Lost
Inferno,29,03,2020,14,3155,15,15,65,16,6,22,1,47,50,Tie
Inferno,29,03,2020,48,2973,11,16,85,24,1,13,5,16,64,Win
Overpass,29,03,2020,24,2692,12,16,60,18,7,22,0,47,56,Lost
Dust II,29,03,2020,63,2362,16,8,89,8,2,18,0,37,24,Lost
Inferno,29,03,2020,87,2661,16,11,59,13,8,16,2,30,45,Win
Mirage,29,03,2020,33,2141,16,9,55,13,4,20,0,46,33,Lost
Inferno,29,03,2020,16,2728,9,16,40,14,7,14,6,35,59,Win
Mirage,28,03,2020,139,2999,15,15,62,28,9,20,1,42,85,Tie
Dust II,28,03,2020,26,1556,2,16,84,15,5,7,2,46,49,Win
Cache,28,03,2020,39,2539,11,16,60,34,1,14,1,26,82,Win
Inferno,28,03,2020,29,2503,16,10,80,30,7,14,8,40,69,Win
Inferno,28,03,2020,12,3252,12,16,74,15,3,21,2,33,46,Lost
Inferno,27,03,2020,57,2320,8,16,61,19,5,21,1,36,45,Lost
Overpass,27,03,2020,46,2883,15,15,64,26,3,20,3,23,72,Tie
Mirage,27,03,2020,21,2920,15,15,41,24,10,23,3,16,66,Tie
Dust II,27,03,2020,90,2238,16,8,50,19,5,11,2,36,43,Win
Dust II,27,03,2020,50,2484,16,12,64,30,4,21,6,36,74,Lost
Dust II,27,03,2020,68,2230,16,7,61,21,4,13,4,33,53,Win
Mirage,26,03,2020,30,2702,12,16,60,27,3,18,5,33,67,Lost
Inferno,26,03,2020,32,2506,5,16,62,21,3,10,8,47,73,Win
Overpass,26,03,2020,111,2187,6,16,105,19,4,12,5,21,57,Win
Mirage,26,03,2020,26,3148,15,15,63,34,9,18,6,44,89,Tie
Mirage,26,03,2020,33,2307,16,7,82,19,5,17,0,21,49,Lost
Dust II,26,03,2020,26,2035,16,7,86,26,2,13,4,34,62,Win
Dust II,26,03,2020,23,2200,16,8,41,20,5,14,4,33,48,Win
Inferno,25,03,2020,63,2839,13,16,62,19,3,21,4,15,47,Win
Train,25,03,2020,18,1798,4,16,64,7,0,11,2,28,29,Win
Dust II,25,03,2020,24,2635,16,12,49,22,9,18,3,31,60,Win
Dust II,25,03,2020,21,2443,16,9,64,30,3,11,4,33,77,Win
Mirage,25,03,2020,11,2903,11,16,82,20,5,19,4,35,50,Win
Mirage,25,03,2020,33,2798,13,16,61,25,4,20,4,28,64,Lost
Train,24,03,2020,49,1662,5,16,59,13,6,13,3,30,46,Win
Inferno,24,03,2020,65,2804,16,14,46,12,3,24,1,25,34,Win
Overpass,24,03,2020,69,1985,6,16,59,17,4,20,1,41,49,Lost
Mirage,24,03,2020,17,2030,16,6,79,13,4,13,2,35,40,Win
Cache,24,03,2020,78,2148,8,16,77,17,3,20,4,47,40,Lost
Dust II,24,03,2020,48,2017,6,16,62,23,8,15,4,47,57,Win
Mirage,24,03,2020,56,2769,12,16,62,16,6,20,2,43,44,Lost
Mirage,24,03,2020,93,2250,8,16,61,18,4,23,2,38,45,Lost
Cache,23,03,2020,44,1930,16,4,72,12,2,11,3,41,35,Win
Mirage,23,03,2020,23,2773,13,16,77,25,7,19,4,40,65,Win
Mirage,23,03,2020,31,2327,9,16,74,21,3,16,2,38,64,Win
Dust II,23,03,2020,88,1481,1,16,62,27,3,5,5,33,70,Win
Inferno,23,03,2020,79,2480,8,16,63,20,2,15,3,45,66,Win
Mirage,23,03,2020,18,1955,16,5,77,22,2,16,2,54,51,Lost
Mirage,21,03,2020,84,2430,16,11,383,17,2,24,2,66,41,Lost
Train,20,03,2020,96,1715,3,16,139,16,2,16,2,37,39,Lost
Mirage,20,03,2020,193,2483,9,16,151,16,2,21,1,56,36,Lost
Mirage,19,03,2020,11,2492,16,10,52,24,5,19,3,37,58,Lost
Cache,19,03,2020,37,1528,16,4,77,10,3,19,2,50,26,Lost
Cache,19,03,2020,21,2459,16,10,120,16,5,22,3,56,44,Lost
Inferno,19,03,2020,136,2054,6,16,132,12,4,19,0,50,32,Lost
Inferno,19,03,2020,80,2993,9,16,63,26,3,21,3,22,61,Lost
Inferno,19,03,2020,133,2086,3,16,68,8,1,19,0,44,18,Lost
Mirage,18,03,2020,11,2778,13,16,49,21,6,22,3,31,54,Lost
Train,18,03,2020,16,1011,11,3,96,15,3,8,3,53,35,Win
Inferno,18,03,2020,23,2929,16,13,66,29,5,20,6,41,78,Lost
Inferno,18,03,2020,62,2190,8,16,67,12,4,20,0,33,28,Lost
Cache,17,03,2020,227,2374,16,10,75,29,4,15,2,31,67,Win
Mirage,17,03,2020,47,3054,14,16,76,22,11,21,6,13,71,Lost
Inferno,17,03,2020,90,2680,16,9,68,25,2,13,5,44,65,Win
Mirage,17,03,2020,201,2734,13,16,78,23,2,20,5,43,65,Lost
Mirage,15,03,2020,13,2604,15,15,74,24,4,24,6,45,58,Tie
Mirage,15,03,2020,85,2288,7,16,74,22,6,11,6,54,73,Win
Dust II,14,03,2020,16,2536,14,16,80,21,5,20,5,52,57,Lost
Train,11,03,2020,20,2711,16,10,78,23,6,22,2,56,59,Lost
Inferno,11,03,2020,55,1764,16,4,76,19,4,12,4,42,42,Win
Dust II,11,03,2020,164,2715,13,16,75,20,6,21,3,30,54,Lost
Mirage,11,03,2020,93,1909,6,16,84,13,3,20,2,53,31,Lost
Inferno,11,03,2020,55,1678,16,3,78,13,4,18,0,23,30,Lost
Cache,10,03,2020,19,2431,16,11,80,20,4,20,3,50,51,Lost
Mirage,10,03,2020,25,1725,16,2,106,21,3,8,4,47,52,Win
Dust II,10,03,2020,108,2877,13,16,79,21,4,19,4,38,51,Win
Inferno,10,03,2020,61,3003,14,16,72,27,5,21,4,40,68,Win
Inferno,09,03,2020,67,2020,5,16,69,18,4,18,1,52,42,Lost
Overpass,08,03,2020,73,2605,11,16,102,19,5,23,3,21,45,Lost
Dust II,08,03,2020,11,2128,16,7,91,24,7,15,6,62,55,Win
Inferno,07,03,2020,28,2543,16,8,76,11,6,16,1,27,30,Win
Mirage,07,03,2020,48,2402,16,10,79,17,3,20,2,47,40,Lost
Mirage,07,03,2020,120,2288,6,16,532,8,3,22,0,50,19,Lost
Inferno,04,03,2020,56,2380,16,5,74,26,4,13,3,50,60,Win
Overpass,04,03,2020,124,2517,16,9,139,28,4,15,5,55,66,Win
Mirage,04,03,2020,16,2804,10,16,89,11,7,24,0,36,31,Lost
Mirage,04,03,2020,48,2430,13,16,76,8,4,25,1,33,27,Lost
Overpass,03,03,2020,44,2145,7,16,126,11,3,20,0,45,27,Lost
Mirage,02,03,2020,38,2856,16,13,73,25,3,23,4,36,61,Lost
Mirage,02,03,2020,16,2389,16,8,95,14,4,17,3,28,41,Win
Cache,01,03,2020,84,1828,16,3,129,15,0,8,2,50,33,Win
Inferno,01,03,2020,51,2648,9,16,87,33,4,13,10,54,81,Win
Inferno,28,02,2020,159,2708,11,16,75,22,4,20,2,50,52,Lost
Train,28,02,2020,209,1997,16,8,74,12,5,21,2,58,39,Lost
Mirage,27,02,2020,58,1983,16,4,84,11,0,17,2,63,23,Lost
Mirage,27,02,2020,17,2802,15,15,75,28,4,21,3,57,68,Tie
Dust II,27,02,2020,26,2299,16,8,75,23,3,12,4,47,62,Win
Dust II,27,02,2020,32,2497,16,12,97,19,2,19,4,47,50,Lost
Mirage,27,02,2020,120,2830,16,13,77,26,6,21,4,26,64,Lost
Mirage,27,02,2020,18,2688,11,16,91,26,4,19,4,38,69,Lost
Inferno,26,02,2020,54,2503,16,10,74,23,5,20,5,26,69,Lost
Mirage,26,02,2020,160,1759,16,4,95,11,5,20,1,72,27,Lost
Dust II,25,02,2020,126,1826,16,8,92,22,4,18,4,31,53,Lost
Mirage,25,02,2020,233,2902,15,15,73,17,5,21,2,52,58,Tie
Inferno,25,02,2020,12,2316,16,10,90,13,5,19,3,38,37,Lost
Mirage,24,02,2020,24,3136,15,15,216,20,4,24,4,54,53,Tie
Mirage,24,02,2020,105,1478,14,4,75,8,5,12,1,62,25,Win
Mirage,24,02,2020,224,2489,16,10,77,17,6,20,2,52,48,Lost
Inferno,23,02,2020,53,3260,15,15,102,19,8,22,4,47,53,Tie
Cache,22,02,2020,45,2091,16,7,79,20,3,18,2,55,48,Lost
Overpass,22,02,2020,28,2487,16,11,76,21,4,19,3,47,54,Lost
Cache,22,02,2020,60,2131,16,7,76,12,4,20,0,50,32,Lost
Inferno,21,02,2020,78,2775,10,16,74,24,1,22,3,70,58,Lost
Dust II,21,02,2020,107,2443,15,15,89,8,3,25,2,62,24,Tie
Inferno,21,02,2020,94,3301,13,16,97,12,9,26,1,25,41,Win
Mirage,21,02,2020,151,1971,16,5,77,15,6,10,3,53,41,Win
Mirage,21,02,2020,15,2016,7,16,70,15,1,15,2,33,44,Win
Inferno,20,02,2020,112,2754,16,14,318,13,4,25,0,46,35,Lost
Overpass,18,02,2020,92,2285,8,16,90,16,5,16,4,37,41,Win
Overpass,16,02,2020,58,2902,12,16,85,8,9,25,1,30,29,Lost
Dust II,15,02,2020,184,2807,14,16,93,19,9,21,4,47,61,Win
Mirage,15,02,2020,80,2816,15,15,76,25,12,21,3,19,66,Tie
Dust II,14,02,2020,88,2708,13,16,72,19,5,19,1,47,50,Lost
Inferno,13,02,2020,79,691,1,6,163,1,3,6,0,0,5,Lost
Mirage,13,02,2020,116,2150,16,7,75,22,7,12,3,40,60,Win
Inferno,12,02,2020,63,2145,16,10,77,11,5,22,1,54,27,Lost
Overpass,12,02,2020,78,2541,16,10,75,16,5,24,3,58,40,Lost
Overpass,11,02,2020,196,3079,15,15,89,17,4,25,1,41,52,Tie
Cache,11,02,2020,73,2802,16,13,66,31,2,19,8,48,75,Win
Mirage,11,02,2020,66,2394,16,11,75,23,5,20,5,43,66,Lost
Inferno,11,02,2020,99,2375,7,16,80,8,4,17,2,33,26,Lost
Dust II,10,02,2020,94,2781,15,15,467,14,5,18,3,57,45,Tie
Train,09,02,2020,98,3049,14,16,92,18,5,22,3,36,48,Lost
Mirage,09,02,2020,134,2497,16,10,90,30,5,18,10,40,74,Win
Cache,07,02,2020,133,3053,14,16,90,14,5,20,1,35,39,Lost
Dust II,07,02,2020,75,1940,8,16,64,17,4,18,3,35,51,Win
Mirage,07,02,2020,22,2694,15,15,56,19,4,22,3,42,49,Tie
Overpass,06,02,2020,238,1942,3,16,45,12,5,13,3,50,34,Win
Inferno,06,02,2020,154,2812,14,16,67,16,4,23,3,37,42,Lost
Inferno,06,02,2020,93,2954,15,15,77,16,5,22,1,31,39,Tie
Mirage,06,02,2020,67,2781,15,15,82,19,7,24,1,52,47,Tie
Mirage,06,02,2020,197,2515,12,16,72,18,7,22,0,44,51,Win
Mirage,05,02,2020,79,2301,8,16,105,27,4,18,5,29,63,Win
Mirage,05,02,2020,18,2093,8,16,53,20,1,18,3,50,48,Lost
Cache,05,02,2020,182,2350,10,16,89,14,5,23,0,46,43,Lost
Mirage,05,02,2020,118,2573,11,16,110,16,2,18,2,18,38,Win
Mirage,05,02,2020,125,2231,9,16,100,16,5,18,2,37,42,Lost
Mirage,05,02,2020,93,1224,3,11,72,9,4,10,0,22,24,Win
Train,05,02,2020,62,893,16,0,78,12,1,0,0,83,25,Win
Inferno,04,02,2020,56,2600,16,12,55,15,6,19,2,40,46,Lost
Inferno,04,02,2020,84,3091,14,16,194,15,3,20,2,46,38,Win
Dust II,04,02,2020,87,2293,16,11,43,28,2,20,3,35,71,Lost
Mirage,04,02,2020,92,2467,16,11,79,29,6,18,6,41,79,Win
Cache,04,02,2020,46,2204,16,9,73,22,1,14,2,22,50,Win
Dust II,04,02,2020,99,2570,16,14,66,23,1,20,2,17,50,Win
Mirage,03,02,2020,154,2254,8,16,60,16,4,20,1,18,38,Win
Mirage,03,02,2020,93,2803,13,16,64,23,4,21,3,39,60,Lost
Inferno,03,02,2020,93,2877,15,15,72,21,7,20,2,42,52,Tie
Overpass,03,02,2020,108,2285,16,6,96,11,4,15,3,18,31,Win
Overpass,03,02,2020,73,2587,10,16,97,17,4,22,3,35,44,Lost
Mirage,03,02,2020,69,2318,16,8,0,9,4,22,2,50,32,Lost
Dust II,03,02,2020,65,2617,13,16,46,21,4,20,3,42,52,Win
Cache,02,02,2020,56,3079,15,15,34,17,5,20,0,29,41,Tie
Dust II,02,02,2020,60,1847,16,5,63,14,6,10,1,42,39,Win
Mirage,02,02,2020,49,2143,16,5,63,16,5,13,2,18,48,Win
Dust II,01,02,2020,198,2672,16,13,43,22,4,18,4,45,63,Lost
Mirage,01,02,2020,208,2652,15,15,61,19,9,23,2,63,56,Tie
Mirage,01,02,2020,42,2846,14,16,60,18,4,22,2,27,51,Win
Mirage,01,02,2020,14,2914,14,16,56,11,6,23,0,66,28,Lost
Overpass,01,02,2020,84,2784,15,15,89,13,8,25,4,53,44,Tie
Mirage,31,01,2020,62,2513,12,16,65,17,7,20,4,23,54,Win
Overpass,31,01,2020,163,2384,16,9,41,31,3,20,1,19,68,Lost
Cache,31,01,2020,40,2769,14,16,60,24,6,20,3,36,57,Win
Overpass,31,01,2020,52,2166,7,16,66,12,6,16,0,16,40,Win
Mirage,30,01,2020,42,2735,10,16,56,26,2,14,7,26,69,Win
Dust II,30,01,2020,188,2736,13,16,60,18,4,18,2,44,48,Win
Overpass,30,01,2020,30,2930,16,12,42,19,8,21,4,36,54,Win
Mirage,30,01,2020,45,2834,14,16,62,27,4,21,3,29,67,Win
Overpass,29,01,2020,43,2754,16,10,67,14,4,22,2,53,45,Lost
Inferno,29,01,2020,43,2462,16,11,99,12,4,21,0,53,29,Lost
Inferno,29,01,2020,35,2924,16,14,95,10,6,21,1,30,31,Lost
Cache,29,01,2020,23,1715,4,16,0,2,3,16,0,0,7,Lost
Dust II,29,01,2020,99,2607,12,16,62,11,3,23,2,18,32,Lost
Inferno,28,01,2020,35,2822,16,10,42,17,1,18,3,22,37,Win
Mirage,28,01,2020,20,2516,12,16,41,23,6,20,4,26,59,Win
Mirage,28,01,2020,98,3104,13,16,61,19,4,24,2,36,42,Win
Inferno,27,01,2020,110,3154,14,16,91,20,8,25,2,35,60,Win
Dust II,27,01,2020,37,1748,7,16,69,10,4,20,2,50,24,Lost
Inferno,27,01,2020,169,2728,16,11,64,21,5,20,3,47,54,Lost
Mirage,27,01,2020,129,3001,15,15,65,21,5,24,4,57,55,Tie
Dust II,27,01,2020,54,595,4,4,66,8,2,4,2,50,18,Tie
Mirage,27,01,2020,137,2524,11,16,60,14,6,23,0,50,36,Win
Train,24,01,2020,76,3152,14,16,63,21,5,23,4,33,53,Lost
Dust II,24,01,2020,62,2596,10,16,65,17,5,22,4,47,39,Win
Mirage,24,01,2020,42,2384,16,10,57,22,5,17,4,40,53,Win
Mirage,23,01,2020,29,2429,10,16,40,23,8,21,2,17,54,Lost
Mirage,23,01,2020,54,2530,11,16,79,21,8,20,3,42,51,Win
Mirage,23,01,2020,41,2071,16,11,64,17,5,21,1,52,42,Lost
Dust II,23,01,2020,21,2150,16,5,69,9,3,17,2,55,26,Win
Inferno,22,01,2020,67,2751,16,13,64,25,3,21,3,42,59,Win
Mirage,22,01,2020,57,2457,12,16,65,17,8,20,3,29,50,Win
Mirage,21,01,2020,54,2970,14,16,40,20,6,22,2,40,51,Win
Mirage,20,01,2020,136,2393,16,10,64,20,3,19,4,30,49,Lost
Mirage,20,01,2020,45,2602,16,8,68,15,6,18,1,40,38,Win
Mirage,18,01,2020,205,2478,14,16,88,21,5,25,3,38,54,Lost
Mirage,18,01,2020,65,1833,16,4,58,10,3,18,0,40,27,Lost
Inferno,18,01,2020,16,2414,16,10,59,18,7,21,3,55,48,Lost
Mirage,17,01,2020,114,1997,16,6,58,5,3,21,0,40,15,Lost
Train,17,01,2020,74,2810,16,12,40,23,5,16,4,34,66,Win
