Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Inferno,07,12,2020,28,3287,14,16,51,17,3,19,3,58,39,Win
Dust II,07,12,2020,80,2110,16,8,74,13,5,22,1,92,33,Lost
Dust II,07,12,2020,30,142,4,0,285,0,0,3,0,0,0,Lost
Mirage,07,12,2020,124,2657,15,15,107,20,7,23,1,30,51,Tie
Mirage,07,12,2020,144,2594,14,16,274,17,7,23,2,41,48,Lost
Mirage,07,12,2020,16,2406,16,10,0,9,2,8,2,40,20,Win
Mirage,07,12,2020,39,2151,16,8,44,17,2,21,1,23,38,Lost
Train,07,12,2020,41,2653,12,16,41,20,8,21,2,38,54,Win
Dust II,06,12,2020,66,2658,14,16,6,23,7,25,3,47,58,Win
Dust II,06,12,2020,28,1783,4,16,24,8,3,19,2,37,23,Lost
Inferno,06,12,2020,66,2665,9,16,9,19,3,19,2,42,47,Lost
Inferno,06,12,2020,21,2138,16,5,33,13,7,13,3,46,36,Win
Mirage,06,12,2020,40,2669,15,15,10,18,4,24,1,38,48,Tie
Dust II,06,12,2020,54,2505,16,11,8,18,4,25,2,44,44,Lost
Inferno,06,12,2020,49,1714,4,16,12,11,2,10,2,50,38,Win
Mirage,06,12,2020,16,2373,8,16,6,31,5,11,6,32,75,Win
Mirage,06,12,2020,44,2051,6,16,23,17,4,18,2,47,40,Lost
Nuke,05,12,2020,42,2437,16,13,22,23,3,23,5,47,51,Lost
Dust II,05,12,2020,50,2795,15,15,0,5,3,15,1,83,17,Tie
Mirage,05,12,2020,105,2844,15,15,25,29,5,20,3,51,72,Tie
Cache,05,12,2020,68,2226,16,10,6,16,7,14,3,31,42,Win
Mirage,05,12,2020,141,2026,6,16,9,19,7,15,4,68,56,Win
Inferno,05,12,2020,12,2552,16,9,5,16,4,22,2,56,37,Lost
Dust II,05,12,2020,17,1781,16,5,996,11,1,18,2,66,23,Lost
Mirage,05,12,2020,13,2154,16,8,8,17,4,17,4,52,44,Win
Inferno,05,12,2020,42,2938,16,13,28,17,6,23,1,47,41,Lost
Inferno,04,12,2020,16,2357,11,16,39,23,7,19,3,47,59,Win
Inferno,04,12,2020,24,1617,16,4,43,5,5,17,0,83,15,Lost
Cache,04,12,2020,231,2441,16,7,7,22,3,14,5,40,58,Win
Mirage,04,12,2020,10,2404,16,8,7,23,1,16,3,56,56,Win
Cache,03,12,2020,17,2459,16,12,5,15,9,16,2,62,39,Win
Mirage,02,12,2020,88,2276,16,11,62,14,7,22,0,28,35,Lost
Inferno,02,12,2020,20,3012,15,15,40,24,7,18,4,50,64,Tie
Overpass,02,12,2020,52,2002,16,6,70,7,2,20,1,57,17,Lost
Inferno,02,12,2020,39,3127,15,15,64,22,8,19,1,40,57,Tie
Inferno,02,12,2020,27,2672,16,14,6,16,6,20,3,68,53,Win
Mirage,02,12,2020,30,1570,2,16,10,22,4,8,5,54,54,Win
Nuke,02,12,2020,28,2766,13,16,8,21,8,23,2,23,53,Win
Mirage,30,11,2020,11,2783,15,15,33,13,4,24,2,53,35,Tie
Inferno,30,11,2020,49,2374,7,16,24,24,2,12,8,66,52,Win
Overpass,30,11,2020,11,3070,15,15,6,16,3,21,1,50,37,Tie
Mirage,30,11,2020,29,2414,8,16,27,20,6,18,5,50,51,Win
Inferno,30,11,2020,20,2840,16,13,12,17,9,25,1,35,45,Lost
Mirage,30,11,2020,47,2368,9,16,23,6,6,20,0,33,20,Lost
Inferno,29,11,2020,24,2866,16,14,9,20,5,21,3,55,45,Lost
Dust II,29,11,2020,16,2760,16,14,23,27,2,18,6,62,67,Win
Mirage,29,11,2020,65,2705,12,16,8,19,6,22,2,42,49,Lost
Mirage,29,11,2020,17,2686,15,15,27,18,4,24,2,50,45,Tie
Dust II,29,11,2020,70,2711,16,13,31,16,8,19,1,25,41,Win
Mirage,27,11,2020,16,2390,11,16,6,13,4,14,1,69,38,Win
Overpass,27,11,2020,37,2623,16,12,31,21,4,20,2,33,47,Win
Mirage,27,11,2020,24,2821,15,15,7,22,3,23,3,36,48,Tie
Inferno,27,11,2020,113,2505,16,10,8,17,5,21,4,41,42,Lost
Mirage,27,11,2020,43,2408,16,9,6,17,5,20,3,5,43,Win
Dust II,27,11,2020,184,1551,3,16,26,16,5,7,3,50,43,Win
Mirage,26,11,2020,22,2022,16,5,44,18,6,11,3,27,43,Win
Inferno,26,11,2020,28,2954,16,12,45,18,3,22,1,42,43,Win
Dust II,26,11,2020,56,2380,16,9,5,18,2,19,2,50,43,Lost
Inferno,25,11,2020,68,3011,15,15,5,23,8,22,1,39,60,Tie
Inferno,25,11,2020,54,2665,11,16,16,25,3,15,4,40,59,Win
Nuke,25,11,2020,105,2695,16,11,30,16,3,24,1,56,35,Lost
Inferno,25,11,2020,89,2252,9,16,5,13,1,22,1,46,27,Lost
Mirage,24,11,2020,17,2312,16,12,8,20,5,21,1,30,46,Win
Mirage,24,11,2020,11,2727,15,15,8,23,7,18,6,43,59,Tie
Dust II,24,11,2020,19,2275,16,10,6,14,6,17,2,28,37,Win
Inferno,24,11,2020,53,2032,16,6,29,20,3,17,2,70,51,Lost
Dust II,23,11,2020,19,2803,15,15,8,11,1,21,0,36,29,Tie
Dust II,23,11,2020,43,2215,16,9,10,22,3,15,3,50,50,Win
Train,23,11,2020,33,2824,13,16,31,16,3,21,2,37,48,Lost
Cache,23,11,2020,46,2580,16,9,6,20,5,15,3,55,53,Win
Dust II,23,11,2020,21,2276,7,16,79,14,2,14,1,28,34,Win
Inferno,23,11,2020,26,2696,16,12,24,19,5,18,2,47,52,Win
Inferno,22,11,2020,44,2732,12,16,10,12,5,18,3,58,32,Win
Dust II,22,11,2020,72,2274,16,10,24,19,4,23,2,31,44,Lost
Train,22,11,2020,10,2347,16,8,22,19,3,22,2,35,48,Lost
Dust II,22,11,2020,14,2774,11,16,5,20,3,19,5,40,52,Lost
Inferno,21,11,2020,49,2245,7,16,8,21,6,14,1,47,55,Win
Mirage,21,11,2020,19,2537,15,15,25,12,5,23,0,41,33,Tie
Dust II,21,11,2020,12,2432,10,16,23,8,1,16,0,50,21,Win
Overpass,21,11,2020,89,2553,9,16,12,16,5,18,1,47,41,Lost
Mirage,21,11,2020,31,1695,16,2,32,21,3,18,1,42,56,Lost
Dust II,20,11,2020,167,1347,0,16,5,13,2,6,1,38,35,Win
Inferno,20,11,2020,27,2824,16,12,5,16,4,19,2,43,44,Win
Inferno,20,11,2020,25,2992,12,16,19,19,6,16,2,26,50,Win
Mirage,19,11,2020,30,2758,12,16,21,20,10,22,3,40,51,Win
Mirage,19,11,2020,68,2536,16,8,9,18,2,19,1,38,39,Lost
Dust II,19,11,2020,17,1548,16,6,5,16,3,11,1,50,41,Win
Inferno,18,11,2020,12,2540,16,8,46,20,7,13,4,40,57,Win
Overpass,18,11,2020,104,1978,5,16,27,13,1,17,0,46,27,Lost
Inferno,18,11,2020,20,2837,10,16,26,14,1,19,1,21,37,Win
Vertigo,18,11,2020,72,2719,15,15,32,6,9,27,1,42,21,Tie
Overpass,17,11,2020,12,2548,9,16,30,18,8,18,2,50,53,Win
Dust II,17,11,2020,55,2572,16,12,32,23,3,23,1,52,52,Lost
Mirage,17,11,2020,19,1945,4,16,35,14,5,12,1,42,40,Win
Cache,17,11,2020,89,2264,16,8,55,20,6,22,2,60,52,Lost
Mirage,17,11,2020,10,2310,8,16,59,14,2,20,1,50,33,Lost
Mirage,17,11,2020,33,2230,10,16,67,23,4,22,1,26,59,Lost
Cache,17,11,2020,48,2567,16,10,95,14,1,17,2,40,34,Win
Train,16,11,2020,17,2745,15,15,7,23,5,22,2,52,54,Tie
Mirage,16,11,2020,26,2510,12,16,28,29,6,22,9,65,66,Win
Train,16,11,2020,21,1428,16,1,10,17,1,10,5,17,38,Win
Inferno,16,11,2020,55,2345,8,16,12,14,6,14,1,50,37,Win
Inferno,16,11,2020,33,2166,6,16,11,13,4,19,1,15,33,Lost
Cache,16,11,2020,52,1581,16,5,33,14,2,17,1,42,30,Lost
Dust II,16,11,2020,53,2410,8,16,22,15,8,23,0,33,38,Lost
Inferno,16,11,2020,54,2439,16,9,35,18,6,14,1,50,44,Win
Mirage,16,11,2020,108,2191,16,7,7,14,5,17,0,50,34,Lost
Mirage,15,11,2020,41,2363,16,10,22,17,2,13,3,41,43,Win
Mirage,15,11,2020,130,2091,16,9,22,10,4,22,0,54,24,Lost
Dust II,15,11,2020,43,2138,16,9,6,12,3,22,1,33,29,Lost
Dust II,15,11,2020,60,1957,16,7,32,17,7,12,4,29,54,Win
Mirage,14,11,2020,62,2887,16,14,6,29,4,18,2,55,67,Win
Inferno,14,11,2020,15,2476,11,16,11,21,3,23,2,33,46,Lost
Mirage,14,11,2020,56,2420,16,9,9,13,7,16,1,30,36,Win
Inferno,14,11,2020,50,2717,16,12,0,4,0,4,1,40,8,Win
Mirage,14,11,2020,19,2667,13,16,9,16,5,23,0,50,44,Lost
Mirage,13,11,2020,291,2740,15,15,30,23,7,24,3,39,57,Tie
Mirage,13,11,2020,29,2670,11,16,9,28,5,19,4,42,68,Lost
Mirage,13,11,2020,79,2505,15,15,6,24,3,22,5,62,53,Tie
Dust II,13,11,2020,42,2799,15,15,7,25,4,21,4,57,61,Tie
Cache,13,11,2020,21,2582,16,13,8,18,7,23,3,27,47,Lost
Dust II,13,11,2020,34,2660,16,11,5,19,3,21,2,21,41,Win
Mirage,12,11,2020,14,1968,6,16,5,27,4,13,5,51,63,Win
Mirage,12,11,2020,16,1755,16,3,25,12,3,13,2,61,27,Win
Inferno,12,11,2020,18,2132,16,9,9,19,6,17,3,21,46,Win
Inferno,12,11,2020,140,2406,11,16,25,27,4,23,3,11,64,Lost
Dust II,12,11,2020,44,2060,7,16,39,24,3,19,3,25,57,Lost
Dust II,11,11,2020,66,2779,15,15,69,21,4,23,3,42,51,Tie
Dust II,11,11,2020,47,1394,16,2,67,12,2,17,1,58,26,Lost
Cache,11,11,2020,53,1955,16,6,51,17,3,16,3,35,41,Win
Mirage,11,11,2020,200,2473,8,16,26,19,4,18,1,42,47,Lost
Mirage,11,11,2020,50,2288,16,10,26,24,1,20,3,58,51,Lost
Mirage,10,11,2020,29,2857,16,11,27,17,5,25,2,35,39,Win
Dust II,10,11,2020,40,2677,16,11,5,15,12,19,2,26,47,Win
Dust II,09,11,2020,14,2308,16,11,7,14,5,16,2,0,43,Win
Overpass,09,11,2020,45,2420,16,10,6,22,6,15,7,31,65,Win
Cache,09,11,2020,24,2760,16,14,6,22,6,22,4,27,55,Win
Mirage,09,11,2020,29,2203,16,5,6,19,7,12,5,47,50,Win
Dust II,09,11,2020,58,1755,16,6,7,13,5,12,2,38,39,Win
Mirage,09,11,2020,68,2760,14,16,23,35,7,19,6,31,82,Lost
Mirage,09,11,2020,15,2548,13,16,6,24,4,21,4,37,54,Lost
Nuke,08,11,2020,43,2331,16,11,35,12,3,23,4,53,35,Lost
Dust II,08,11,2020,24,2157,16,8,7,16,7,17,3,31,49,Win
Dust II,08,11,2020,22,1583,2,16,5,13,3,18,0,53,29,Lost
Dust II,08,11,2020,26,1973,16,5,29,17,3,17,2,29,39,Win
Mirage,08,11,2020,57,2561,12,16,30,30,10,20,4,43,73,Win
Inferno,08,11,2020,54,1872,3,16,5,6,2,18,0,33,14,Lost
Inferno,08,11,2020,26,2875,16,9,0,2,0,2,0,33,4,Lost
Mirage,08,11,2020,110,2011,16,8,34,12,2,19,0,41,31,Lost
Train,07,11,2020,23,2794,16,14,24,18,2,21,1,50,46,Lost
Mirage,07,11,2020,41,2516,13,16,32,22,7,19,5,54,54,Lost
Overpass,07,11,2020,48,2746,15,15,35,25,6,20,6,40,59,Tie
Dust II,07,11,2020,33,2332,16,10,13,11,3,21,1,45,31,Lost
Inferno,07,11,2020,22,2287,16,9,5,19,5,16,4,40,47,Win
Overpass,07,11,2020,20,2962,16,11,22,12,3,22,1,41,29,Lost
Mirage,07,11,2020,10,2508,11,16,13,19,2,21,2,36,41,Win
Mirage,07,11,2020,64,2920,16,14,23,21,8,19,2,33,53,Lost
Mirage,06,11,2020,61,2872,16,11,22,22,5,19,5,50,52,Win
Inferno,06,11,2020,18,2746,11,16,24,20,6,17,4,55,51,Win
Dust II,06,11,2020,53,1852,6,16,22,20,2,19,2,40,43,Lost
Mirage,06,11,2020,34,2409,16,10,27,16,4,22,1,43,39,Lost
Train,05,11,2020,23,2367,16,10,7,23,9,19,5,47,64,Win
Dust II,04,11,2020,83,2391,16,10,81,8,2,23,1,25,19,Lost
Train,04,11,2020,18,2009,7,16,24,11,4,19,1,45,29,Lost
Inferno,04,11,2020,62,2305,16,7,7,14,1,18,1,50,33,Lost
Overpass,04,11,2020,27,2269,16,6,9,15,1,18,0,20,34,Lost
Dust II,04,11,2020,11,2846,16,14,8,19,5,20,5,47,49,Win
Mirage,04,11,2020,98,1811,16,4,11,16,7,10,2,25,40,Win
Dust II,03,11,2020,114,2579,16,8,31,15,9,18,3,43,45,Win
Inferno,03,11,2020,83,2211,6,16,32,21,7,14,5,38,54,Win
Mirage,03,11,2020,93,2848,16,13,32,16,7,22,2,56,40,Win
Dust II,03,11,2020,72,933,0,13,31,10,0,12,0,10,20,Lost
Inferno,03,11,2020,25,2217,7,16,6,24,3,19,4,33,55,Lost
Dust II,03,11,2020,10,2667,15,15,8,24,3,22,5,37,53,Tie
Train,03,11,2020,67,3094,13,16,5,24,4,20,3,29,62,Win
Dust II,02,11,2020,35,2889,16,13,102,17,8,24,1,70,42,Lost
Mirage,02,11,2020,58,2626,14,16,45,16,4,25,1,43,39,Lost
Inferno,02,11,2020,71,1670,4,13,13,12,2,10,4,41,32,Win
Mirage,02,11,2020,11,2804,16,14,5,17,6,22,1,41,47,Lost
Mirage,01,11,2020,63,2834,15,15,7,29,4,23,4,68,64,Tie
Inferno,01,11,2020,26,1786,3,16,6,25,4,10,6,32,62,Win
Mirage,01,11,2020,23,2029,16,8,13,13,7,21,2,61,34,Lost
Mirage,01,11,2020,47,2790,13,16,57,12,4,22,1,41,29,Lost
Dust II,01,11,2020,169,2624,16,13,24,28,4,18,5,42,71,Win
Inferno,01,11,2020,59,2847,16,11,23,34,5,20,5,44,78,Lost
Mirage,01,11,2020,47,2377,9,16,23,13,2,19,0,61,28,Lost
Inferno,31,10,2020,101,2298,10,16,11,22,7,18,5,31,52,Win
Dust II,31,10,2020,29,1257,10,4,7,15,2,7,2,50,33,Win
Mirage,31,10,2020,66,2278,16,9,8,17,1,21,1,47,37,Lost
Mirage,30,10,2020,14,2796,16,14,17,13,3,26,1,46,31,Lost
Inferno,30,10,2020,14,2529,9,16,9,17,3,20,3,29,40,Lost
Mirage,30,10,2020,25,2142,16,8,7,26,6,15,6,38,58,Win
Dust II,29,10,2020,27,2645,12,16,6,12,6,24,0,33,34,Lost
Mirage,29,10,2020,29,2812,15,15,5,28,3,20,2,42,66,Tie
Inferno,25,10,2020,31,2201,16,9,9,19,5,20,2,42,51,Lost
Dust II,25,10,2020,27,2512,16,12,8,25,6,23,5,52,67,Lost
Mirage,25,10,2020,39,2842,15,15,6,24,8,20,6,33,60,Tie
Dust II,22,10,2020,55,2962,16,14,43,20,6,23,4,70,51,Lost
Inferno,21,10,2020,16,3051,11,16,9,16,7,19,2,43,41,Lost
Dust II,21,10,2020,21,2249,10,16,8,34,3,18,7,35,78,Win
Inferno,21,10,2020,58,2364,16,11,7,22,5,19,3,31,50,Lost
Mirage,21,10,2020,53,2786,16,12,5,27,5,17,3,29,64,Lost
Mirage,20,10,2020,49,2323,9,16,11,18,3,14,2,55,49,Win
Mirage,20,10,2020,81,2930,13,16,5,11,6,24,1,63,32,Lost
Inferno,19,10,2020,96,2985,15,15,36,21,8,25,1,38,56,Tie
Mirage,19,10,2020,137,2236,16,11,35,21,3,22,2,28,46,Lost
Dust II,19,10,2020,20,2304,16,12,8,22,5,21,4,22,59,Lost
Mirage,18,10,2020,11,2845,15,15,21,24,5,25,3,41,56,Tie
Inferno,18,10,2020,77,2735,12,16,9,27,7,22,4,33,63,Win
Mirage,18,10,2020,131,2075,16,8,10,20,7,13,5,10,57,Win
Inferno,17,10,2020,31,2798,16,10,63,19,5,22,2,42,43,Lost
Mirage,17,10,2020,49,2737,16,13,52,21,5,22,4,42,54,Win
Dust II,15,10,2020,21,2856,14,16,26,29,2,20,4,27,71,Lost
Dust II,15,10,2020,17,2694,14,16,5,30,5,20,5,30,72,Lost
Mirage,15,10,2020,28,3118,14,16,7,29,3,22,1,34,64,Lost
Overpass,14,10,2020,88,2515,16,11,5,25,4,23,3,24,56,Lost
Cache,14,10,2020,33,2811,16,14,65,24,6,21,3,37,59,Win
Inferno,13,10,2020,28,2760,16,10,6,25,4,14,7,44,67,Win
Mirage,13,10,2020,50,2840,16,12,9,24,5,19,7,36,62,Win
Inferno,12,10,2020,23,2005,16,6,9,16,5,12,2,18,39,Win
Dust II,12,10,2020,65,2992,15,15,10,14,8,23,0,35,41,Tie
Dust II,12,10,2020,120,1874,16,9,33,10,3,19,1,40,27,Lost
Dust II,11,10,2020,37,2489,12,16,8,24,11,19,5,50,66,Win
Inferno,11,10,2020,34,2954,15,15,27,21,5,18,3,42,51,Tie
Cache,11,10,2020,14,2386,16,10,24,16,6,20,2,50,46,Lost
Dust II,10,10,2020,15,1987,16,7,9,12,3,21,0,41,28,Lost
Mirage,10,10,2020,20,2308,10,16,10,22,6,20,5,50,50,Win
Mirage,09,10,2020,51,2687,15,15,6,19,2,21,0,52,49,Tie
Inferno,09,10,2020,42,2320,16,5,5,17,4,9,1,64,40,Win
Train,09,10,2020,38,2783,16,14,8,33,8,26,7,48,83,Win
Mirage,09,10,2020,111,2550,16,11,16,21,3,14,4,33,51,Win
Overpass,08,10,2020,31,2854,16,11,24,14,7,23,3,33,37,Lost
Inferno,08,10,2020,15,2330,16,7,5,14,3,12,3,42,40,Win
Cache,08,10,2020,62,1837,7,16,0,0,0,0,0,0,0,Win
Overpass,07,10,2020,54,2977,12,16,6,20,5,16,3,60,53,Win
Dust II,06,10,2020,14,2727,16,13,25,20,3,21,1,45,48,Lost
Vertigo,06,10,2020,41,2063,16,5,5,9,4,18,2,0,31,Lost
Mirage,04,10,2020,35,2850,16,14,9,18,3,26,0,22,44,Lost
Mirage,04,10,2020,10,2389,16,8,7,21,4,14,3,19,48,Win
Inferno,04,10,2020,19,766,9,0,12,12,4,1,5,25,28,Win
Inferno,03,10,2020,22,2467,7,16,22,22,6,16,2,40,55,Win
Dust II,03,10,2020,41,2229,7,16,29,27,13,14,3,48,73,Win
Inferno,02,10,2020,16,2789,10,16,14,22,2,24,4,13,47,Lost
Mirage,02,10,2020,16,1901,5,16,96,4,6,19,0,75,15,Lost
Mirage,01,10,2020,49,2777,10,16,31,16,4,16,1,31,38,Win
Mirage,01,10,2020,60,2745,12,16,8,36,4,18,10,50,82,Win
Overpass,30,09,2020,17,2607,16,10,9,17,5,18,1,41,40,Lost
Dust II,30,09,2020,65,2544,16,10,9,25,8,18,5,46,69,Win
Mirage,30,09,2020,61,2807,15,15,7,17,2,17,2,17,43,Tie
Mirage,29,09,2020,202,2720,13,16,7,28,3,22,5,35,66,Win
Inferno,29,09,2020,47,2085,16,7,22,20,6,13,4,50,51,Win
Nuke,29,09,2020,12,2305,9,16,25,18,5,14,3,27,49,Win
Dust II,29,09,2020,44,2275,11,16,8,17,7,18,0,35,43,Lost
Mirage,29,09,2020,40,2507,16,12,36,25,2,18,3,65,63,Win
Nuke,28,09,2020,16,2006,8,16,29,8,1,18,2,37,21,Lost
Mirage,28,09,2020,11,2633,16,12,41,13,7,23,2,28,33,Lost
Dust II,28,09,2020,44,2692,12,16,30,12,5,20,1,16,36,Lost
Mirage,27,09,2020,295,2866,16,13,7,27,1,13,4,29,63,Win
Inferno,27,09,2020,174,3340,16,14,8,30,3,21,4,36,72,Lost
Dust II,27,09,2020,143,2268,16,8,5,18,5,14,2,22,43,Win
Dust II,26,09,2020,38,2814,15,15,10,28,6,16,4,39,70,Tie
Dust II,26,09,2020,72,2517,9,16,9,34,6,13,4,44,84,Win
Dust II,26,09,2020,34,2662,16,13,30,19,4,18,3,35,55,Win
Dust II,26,09,2020,19,2359,16,7,10,15,2,19,1,60,35,Lost
Dust II,25,09,2020,25,1869,16,6,8,3,4,21,1,66,13,Lost
Inferno,25,09,2020,51,2428,6,16,36,13,5,20,2,38,31,Lost
Inferno,25,09,2020,74,2614,16,11,7,13,6,19,2,53,35,Win
Cache,24,09,2020,47,2844,16,12,8,12,3,23,2,50,35,Lost
Dust II,24,09,2020,60,1624,5,16,8,16,4,12,3,25,47,Win
Inferno,24,09,2020,15,2643,12,16,5,23,6,20,5,43,57,Win
Mirage,24,09,2020,68,2154,16,7,6,31,4,9,7,35,66,Win
Overpass,24,09,2020,90,2768,13,16,8,24,8,21,1,41,64,Lost
Inferno,23,09,2020,24,2985,16,10,7,22,6,17,4,18,55,Win
Dust II,23,09,2020,18,2217,16,6,25,23,5,15,4,52,57,Win
Mirage,23,09,2020,36,2307,16,7,11,14,1,18,2,40,34,Lost
Mirage,23,09,2020,64,2601,16,11,20,15,4,19,2,46,45,Win
Nuke,22,09,2020,49,2216,16,9,24,11,6,16,2,9,36,Win
Mirage,22,09,2020,21,2457,16,10,25,14,6,23,3,35,37,Lost
Inferno,22,09,2020,62,2599,9,16,31,26,5,14,5,19,63,Win
Inferno,22,09,2020,50,2870,16,13,31,16,5,24,2,18,39,Lost
Mirage,21,09,2020,103,2488,9,16,6,19,6,21,4,26,45,Lost
Overpass,19,09,2020,17,2792,16,13,5,39,8,17,7,30,95,Win
Mirage,19,09,2020,56,2938,16,13,6,23,5,25,6,34,53,Lost
Inferno,19,09,2020,14,2161,16,8,5,19,12,15,2,31,50,Win
Dust II,18,09,2020,86,2063,16,9,27,28,1,19,3,17,59,Lost
Mirage,18,09,2020,65,2885,14,16,29,29,6,23,4,24,69,Win
Inferno,18,09,2020,107,2563,16,11,24,13,4,18,4,15,41,Lost
Nuke,18,09,2020,22,1866,5,16,8,15,1,19,1,33,37,Lost
Overpass,17,09,2020,71,2609,12,16,5,12,3,23,0,50,29,Lost
Cache,17,09,2020,29,2027,6,16,5,15,2,20,1,46,33,Lost
Dust II,17,09,2020,21,1715,16,6,8,8,7,20,0,62,23,Lost
Inferno,17,09,2020,15,1724,3,16,10,11,2,9,0,54,29,Win
Mirage,17,09,2020,110,1789,5,16,23,14,1,20,1,28,31,Lost
Mirage,16,09,2020,34,3017,16,14,9,20,3,22,1,15,46,Lost
Mirage,16,09,2020,14,2911,16,14,11,7,5,22,2,28,27,Win
Mirage,16,09,2020,87,1937,6,16,31,15,4,11,2,43,42,Win
Mirage,16,09,2020,20,2062,6,16,8,10,2,20,1,20,28,Lost
Train,16,09,2020,11,1259,12,2,5,7,3,12,0,57,20,Lost
Dust II,16,09,2020,12,2196,16,7,55,20,1,18,1,20,47,Lost
Inferno,16,09,2020,20,2123,5,16,5,11,9,19,0,27,34,Lost
Inferno,16,09,2020,36,1795,16,5,28,15,5,14,2,20,35,Win
Dust II,16,09,2020,21,1600,16,5,7,11,4,18,0,36,31,Lost
Inferno,15,09,2020,74,2168,5,16,5,18,3,8,3,38,43,Win
Mirage,15,09,2020,68,1941,16,6,7,16,8,12,3,29,44,Win
Overpass,15,09,2020,11,2182,16,8,5,16,3,20,1,31,36,Lost
Inferno,15,09,2020,86,1727,3,16,7,17,4,7,4,35,47,Win
Mirage,15,09,2020,54,2850,15,15,8,22,4,23,3,27,52,Tie
Dust II,15,09,2020,109,2280,16,12,6,28,5,18,3,25,74,Lost
Dust II,15,09,2020,57,2179,16,5,34,17,2,9,3,35,44,Win
Mirage,15,09,2020,71,2330,16,10,35,19,4,19,1,36,47,Lost
Nuke,14,09,2020,66,2186,16,9,23,14,3,15,3,28,32,Win
Mirage,14,09,2020,32,2609,13,16,20,25,5,19,2,20,70,Lost
Cache,14,09,2020,19,2402,9,16,7,20,4,14,5,55,52,Win
Dust II,14,09,2020,32,2598,12,16,8,30,4,17,6,38,74,Win
Train,13,09,2020,91,2493,16,14,31,27,7,24,5,33,69,Win
Overpass,13,09,2020,12,2937,16,12,7,13,7,23,1,38,42,Win
Train,13,09,2020,24,2994,14,16,8,23,4,24,2,30,56,Win
Inferno,13,09,2020,17,2210,6,16,27,21,6,9,3,14,59,Win
Cache,13,09,2020,25,2382,10,16,5,13,2,23,0,53,28,Lost
Cache,12,09,2020,50,2347,16,10,9,11,7,21,2,25,33,Lost
Train,12,09,2020,24,2765,16,12,28,14,5,23,1,50,37,Lost
Dust II,12,09,2020,11,2732,15,15,52,39,4,20,5,35,86,Tie
Overpass,12,09,2020,81,2723,16,11,76,30,6,13,4,36,75,Win
Mirage,12,09,2020,17,2604,16,11,61,14,2,21,2,28,35,Lost
Mirage,11,09,2020,44,2995,14,16,7,16,6,22,2,31,39,Lost
Dust II,11,09,2020,22,2569,11,16,5,17,4,22,4,35,43,Lost
Overpass,11,09,2020,53,2903,16,14,5,33,4,21,6,27,85,Lost
Mirage,11,09,2020,33,2934,16,12,10,24,6,23,1,29,58,Lost
Overpass,10,09,2020,73,2051,16,7,25,24,10,13,4,37,59,Win
Mirage,10,09,2020,235,1762,5,16,24,15,1,11,4,46,36,Win
Dust II,10,09,2020,18,2381,16,12,19,26,4,16,3,30,62,Win
Inferno,10,09,2020,22,2001,16,4,23,20,4,11,4,15,54,Win
Inferno,10,09,2020,72,2493,16,11,26,23,4,17,2,26,56,Lost
Inferno,09,09,2020,42,2547,11,16,5,24,6,18,4,41,60,Win
Mirage,09,09,2020,53,2252,16,9,8,30,4,15,6,29,69,Win
Overpass,09,09,2020,19,2872,16,11,11,22,10,19,5,22,57,Win
Dust II,09,09,2020,47,2019,16,7,31,15,7,16,2,40,39,Win
Train,09,09,2020,56,1626,16,4,34,6,2,18,0,33,14,Lost
Mirage,09,09,2020,10,2375,16,10,10,18,3,23,4,38,41,Lost
Dust II,08,09,2020,34,2667,16,13,7,21,8,21,4,19,57,Lost
Overpass,08,09,2020,15,2417,16,9,5,18,6,20,3,27,43,Lost
Mirage,08,09,2020,29,2050,16,4,10,15,4,11,3,26,34,Win
Mirage,08,09,2020,11,2604,12,16,22,22,7,15,4,18,58,Win
Dust II,08,09,2020,73,2125,8,16,35,17,5,11,2,35,47,Win
Inferno,07,09,2020,75,2804,10,16,7,21,5,18,2,33,59,Win
Mirage,07,09,2020,20,2661,16,9,7,26,6,17,5,26,67,Win
Dust II,06,09,2020,42,1932,16,8,7,21,8,18,3,38,54,Lost
Dust II,06,09,2020,65,2202,9,16,5,14,8,21,1,50,39,Lost
Inferno,06,09,2020,63,2391,16,8,5,16,3,14,4,23,37,Win
Mirage,06,09,2020,11,2887,15,15,5,30,4,18,6,26,74,Tie
Dust II,06,09,2020,42,1203,10,3,9,8,1,5,1,50,17,Win
Dust II,05,09,2020,48,2474,16,10,31,14,2,14,1,28,34,Win
Cache,05,09,2020,54,2041,16,6,5,16,5,10,3,68,40,Win
Dust II,05,09,2020,25,2453,13,16,7,21,10,21,3,42,57,Win
Overpass,05,09,2020,19,2375,7,16,6,31,2,11,6,31,79,Win
Inferno,05,09,2020,26,2570,11,16,8,21,4,19,3,38,49,Win
Mirage,05,09,2020,36,1990,16,5,10,7,2,19,0,28,18,Lost
Mirage,04,09,2020,60,3193,15,15,33,28,3,22,3,39,64,Tie
Inferno,04,09,2020,10,2325,8,16,11,16,3,22,0,18,36,Lost
Dust II,04,09,2020,48,2002,8,16,8,17,5,15,3,23,43,Win
Mirage,04,09,2020,42,2550,13,16,9,22,6,20,3,31,55,Win
Mirage,04,09,2020,38,2062,16,9,7,21,7,10,3,33,49,Win
